Name,Price,Body.Location,Category,Company.Name,Company...Mapping.Location,Company...City,Company...U.S..State,Company...Country,Source,id
Barska GB12166 Fitness Watch with Heart Rate Monitor,$49.99,Wrist,Fitness,Barska,"Pomona, California, United States",Pomona,California,United States,Google Results,200
"Belkin GS5 Sport Fit Armband, Black F8M918B1C00",$24.99,Arms,Fitness,Belkin,"Playa Vista, California, United States",Playa Vista,California,United States,Google Results,129
"Bowflex EZ Pro Strapless Heart Rate Monitor Watch, Black",$12.99,Wrist,Medical,Bowflex,"Vancouver, Washington, United States",Vancouver,Washington,United States,Google Results,284
Casio G Shock Watch Solar Atom (gwm500a-1),$67.62,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,145
Casio WS220 Solar Runner Digital Wrist Watch; Navy Blue,$39.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,177
Coleman G7HD-SWIM POV 1080p 5 Megapixel Goggles Camcorder ELBG7HDSWIM,$167.99,Head,Entertainment,Coleman,"Golden, Colorado, United States",Golden,Colorado,United States,Google Results,193
Ekho Fit-18 Heart Rate Monitor 12-2042,$105.99,Wrist,Fitness,Ekho,"Dallas, Texas, United States",Dallas,Texas,United States,Google Results,293
Ekho FiT-9 Women's Heart Rate Monitor 12-2041,$95.12,Wrist,Medical,Ekho,"Dallas, Texas, United States",Dallas,Texas,United States,Google Results,153
Fitbit Flex Cordless Activity/Sleep Tracker - Black,$94.95,Wrist,Fitness,Fitbit,"San Francisco, California, United States",San Francisco,California,United States,Google Results,151
G1 Smartwatch /w Bluetooth Hands-Free Solution Large Black,$57.97,Wrist,Lifestyle,Mota,"San Jose, California, United States",San Jose,California,United States,Google Results,181
"Garmin Forerunner 220 GPS Running Watch, White/Violet",$249.99,Wrist,Fitness,Garmin,"Olathe, Kansas, United States",Olathe,Kansas,United States,Google Results,128
Garmin International Garmin v?_vofit Bundle - Activity tracking wristband - slate (010-01225-35),$169.99,Wrist,Fitness,Garmin,"Olathe, Kansas, United States",Olathe,Kansas,United States,Google Results,164
Garmin Vivofit Fitness Bracelet,$79.99,Wrist,Fitness,Garmin,"Olathe, Kansas, United States",Olathe,Kansas,United States,Google Results,294
"Garmin Vivofita,, Fitness Band",$129.99,Wrist,Fitness,Garmin,"Olathe, Kansas, United States",Olathe,Kansas,United States,Google Results,143
GolfBuddy WT3 Watch White,$169.95,Wrist,Lifestyle,Golf Buddy,"La Palma, California, United States",La Palma,California,United States,Google Results,173
Icebreaker Men's Tech Long Sleeve Shirt Crewe Monsoon/Black (XL),$109.99,Torso,,Icebreaker,"McCarran, Nevada, United States",McCarran,Nevada,United States,Google Results,220
Jawbone - Up - Activity tracking wristband - large size - Blue - for Apple iPad; iPad 1; and more,$79.99,Wrist,Medical,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Google Results,179
"Jawbone - Up - Activity tracking wristband - medium size - Onyx - for Apple iPhone 3G, 3GS, and more",$112.99,Wrist,Fitness,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Google Results,142
Jawbone - Up Wristband (large) - Red,$51.99,Wrist,Lifestyle,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Google Results,169
"Jawbone UP Fitness Tracker (Medium, Navy Blue)",$52.29,Wrist,Fitness,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Google Results,159
"Jawbone UP Fitness Tracker (Medium, Red)",$59.95,Wrist,Fitness,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Google Results,296
Jawbone UP24 Activity Tracker,$99.99,Wrist,Lifestyle,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Google Results,146
Jawbone UP24 Bluetooth Activity Tracker - Small - Onyx,$99.99,Wrist,Lifestyle,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Google Results,156
"Jawbone UP24 Orange Fitness Tracker, Medium",$129.95,Wrist,Fitness,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Google Results,199
"LifeTrak Move Activity Tracking Fitness Watch, Black/Green",$65.16,Wrist,Fitness,Lifetrak,"Fremont, California, United States",Fremont,California,United States,Google Results,147
"Magellan Echo Fitness Watch with Heart Rate Monitor, Black",$132.23,Wrist,Fitness,Magellan,"Taipei, Taiwan",Taipei,,Taiwan,Google Results,157
Magellan Echo with Heart Rate Monitor Bluetooth Smart Gray,$149.99,Wrist,Fitness,Magellan,"Taipei, Taiwan",Taipei,,Taiwan,Google Results,171
Martian Watches Victory Watch,$299,Wrist,Lifestyle,Martian,"Irvine, California, United States",Irvine,California,United States,Google Results,60
Mio - Link Sport Wristband Heart Rate Monitor (Large) - Slate,$96.99,Wrist,Medical,Mio,"Vancouver, Canada",Vancouver,,Canada,Google Results,150
Misfit Wearables Topaz Shine Activity Tracker - SH0GZ,$99.99,Wrist,Fitness,Misfit,"Burlingame, California, United States",Burlingame,California,United States,Google Results,99
Mota MT-G2PBR Smartwatch G2 Pro Black Large Bluetooth NFC Voice Activation,$87.89,Wrist,Lifestyle,Mota,"San Jose, California, United States",San Jose,California,United States,Google Results,176
New 2013 Suunto Core All Black Military Outdoor Sports Smart Watch SS014279010,$275,Wrist,Fitness,Suunto,"Vantaa, Finland",Vantaa,,Finland,Google Results,139
Polar FT60M - Activity tracker - monochrome - black - with heart rate sensor,$105,Wrist,Fitness,Polar,"Lake Success, New York, United States",Lake Success,New York,United States,Google Results,197
Polar FT80 Heart Rate Monitor - Black,$229.95,Wrist,Fitness,Polar,"Lake Success, New York, United States",Lake Success,New York,United States,Google Results,149
Polar Loop - Activity tracker - 4 MB - Bluetooth - 1.3 oz - black,$77.95,Wrist,Fitness,Polar,"Lake Success, New York, United States",Lake Success,New York,United States,Google Results,160
"Polar RC3 GPS with heart rate - Cycle, running GPS watch",$199.97,Wrist,Fitness,Polar,"Lake Success, New York, United States",Lake Success,New York,United States,Google Results,184
Polar RCX5 G5 GPS Heart Rate Monitor-Red,$291.99,Wrist,Fitness,Polar,"Lake Success, New York, United States",Lake Success,New York,United States,Google Results,297
POV Action Video Cameras - PRO27 - POV Action Video PRO27 POV HD 720p Action Camera Eyewear (Black),$149.95,Head,Entertainment,Pov,"Minneapolis, Minnesota, United States",Minneapolis,Minnesota,United States,Google Results,180
RC3 GPS Red/Orange - 90047381,$167.99,Wrist,Fitness,Polar,"Lake Success, New York, United States",Lake Success,New York,United States,Google Results,140
"Samsung Galaxy Gear - Smart watch - 1.63"" - 4 GB - NFC, Bluetooth - 1.9 Megapixel camera - 2.6 oz - gray",$127.49,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,172
Samsung Galaxy Gear Smartwatch (Rose Gold),$89.95,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,189
samsung gear 2 neo orange smart watch,$199.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,168
Samsung Gear(tm) Fit Band in Blue,$49.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,195
"Scosche Rhythm Bluetooth Armband Heart Rate Monitor, Yellow/Black",$49.97,Arms,Fitness,Scosche,"Oxnard, California, United States",Oxnard,California,United States,Google Results,182
Smart Health Walking Fit EKG Accurate Heart Rate Watch,$38.99,Wrist,Medical,Smarthealth,"Fremont, California, United States",Fremont,California,United States,Google Results,196
Smartwatch G2 MTSWG2WS,$63.69,Wrist,Lifestyle,Mota,"San Jose, California, United States",San Jose,California,United States,Google Results,281
Sportline 310 Qlip - Activity tracker - monochrome - white,$24.55,Waist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,194
Sportline DUO 1010 (Mens) - Activity tracker - monochrome - black - with heart rate sensor,$49.99,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,170
Sportline SOLO 965 (Womens) - Activity tracker - black,$59.99,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,148
Striiv STRV01-003-0A Black Band Fitness Wristband with Activity/Sleep Tracking,$53.99,Wrist,"Lifestyle, Fitness",Striiv,"Redwood City, California, United States",Redwood City,California,United States,Google Results,289
"TomTom BT Heart Rate Monitor One Color, One Size 14688754",$59.60,Chest,Fitness,Tomtom,"Amsterdam, Netherlands",Amsterdam,,Netherlands,Google Results,191
Wholesale Wearable technology smart wristbands support windowsmobile an,$418.85,Wrist,Lifestyle,,Not Found,Not Found,,,Google Results,121
"Xtreme Cables XFit Fitness Band, Pink/Black - 2 pack",$49.99,Wrist,Fitness,Xtreme Cables,"Edison, New Jersey, United States",Edison,New Jersey,United States,Google Results,219
"YOO1 Activity Tracker and Shoe Clip, Raspberry",$19.99,Waist,Fitness,Yoo,"Ridgefield, Connecticut, United States",Ridgefield,Connecticut,United States,Google Results,178
"YOO2 Bluetooth Smart Activity Tracker, Raspberry",$39.99,Waist,Lifestyle,Yoo,"Ridgefield, Connecticut, United States",Ridgefield,Connecticut,United States,Google Results,144
"""Talk Trac Wearable Communicator,Communicator,Each""",$159.08,Wrist,Medical,Talk Trac,"Waycross, Giorgia, United States",Waycross,Giorgia,United States,Google Results,299
"010-00863-34, GARMIN 010-00863-34 Forerunner(R) 210 GPS Sports Watch",$153.40,Wrist,Fitness,Garmin,"Olathe, Kansas, United States",Olathe,Kansas,United States,Google Results,440
"010-01225-38, GARMIN 010-01225-38 v?_vofit(TM) Fitness Band Bundle (Red",$164.01,Wrist,Fitness,Garmin,"Olathe, Kansas, United States",Olathe,Kansas,United States,Google Results,459
1080p Dvr Digital Camera Glasses Eyewear Sunglasses,,Head,Entertainment,Amzdeal,"Hong Kong, China",Hong Kong,,China,Amazon,280
180s Men's Foundation LED Glove,$54.95,Hands,Lifestyle,180s,"Baltimore, Maryland, United States",Baltimore,Maryland,United States,Google Results,253
2014 Luxury U8 Bluetooth Smart Watch WristWatch Phone with Camera Touch Screen for IOS Iphone Android Smartphone...,,Wrist,Lifestyle,Uzou,"Hong Kong, China",Hong Kong,,China,Amazon,300
25 Flash Drive Bracelets | Slappy USB Drive,$267.25,Wrist,Lifestyle,,Not Found,Not Found,,,Google Results,31
4-in-1 Waterproof 12MP 1080P Full HD Sports Action Camera Car Dashcam with G-Sensor Motion Detection 140 Degrees...,,Head,Entertainment,Spytec,"New York City, New York, United States",New York City,New York,United States,Amazon,286
5.0 Mega pixels HD 1280X720 Spy Camera Sunglasses with MP3 player 8GB,,Head,Entertainment,Megaview,"Shenzhen, China",Shenzhen,,China,Amazon,288
6314 Tool Tech Material Handling Glove X-Large,$12.65,Hands,"Lifestyle, Fitness",Sas Safety,"Long Beach, California, United States",Long Beach,California,United States,Google Results,318
Ablenet 10002000 Talktrac Wearable Communicator,$166.95,Wrist,Lifestyle,Ablenet,"Roseville, Minnesota, United States",Roseville,Minnesota,United States,Google Results,96
"Accessories Garmin Pack 3 Small Straps for Vivofit (orange,pink,green)",$24.99,Wrist,Lifestyle,Garmin,"Olathe, Kansas, United States",Olathe,Kansas,United States,Google Results,285
"Accusplit AE920HRM Strapless Heart Monitor, Black",$76.99,Wrist,Fitness,Accusplit,"Pleasanton, California, United States",Pleasanton,California,United States,Google Results,131
Adafruit Industries 1090 Flora GPS Sensor Module Pack,$85.72,Waist,,Adafruit Industries,"New York City, New York, United States",New York City,New York,United States,Google Results,26
Adafruit Industries 1222 Gemma Arduino Wearable Controller,$7.95,Neck,Industrial,Adafruit Industries,"New York City, New York, United States",New York City,New York,United States,Google Results,48
Adhesive Flat Surface Mount For MHD Sport Wi-Fi Action Camera,$4.74,Head,Entertainment,,Not Found,Not Found,,,Google Results,101
"Apple - Nike + iPod Sensor - Wireless in-shoe sensor - for iPhone 3GS, 4, and more",$19.99,Feet,Fitness,Nike,"Beaverton, Oregon, United States",Beaverton,Oregon,United States,Google Results,28
Archos Activity Tracker 502590E,$66.99,Wrist,Fitness,Archos,"Igny, France",Igny,,France,Google Results,286
Autographer Wearable Camera - Classic Black,,Head,Entertainment,Autographer,"London, United Kingdom",London,,United Kingdom,Amazon,276
Basis Peak - Ultimate Fitness and Sleep Tracker (Brushed Metal/White),,Wrist,Lifestyle,Basis Peak,"San Francisco, California, United States",San Francisco,California,United States,Amazon,62
Basis Peak - Ultimate Fitness and Sleep Tracker (Matte Black/Black),,Wrist,Lifestyle,Basis Peak,"San Francisco, California, United States",San Francisco,California,United States,Amazon,23
Blynk - Wearable Hands Free Camera- Black,,Waist,Entertainment,Lyfeshot,"Acton, Massachusetts, United States",Acton,Massachusetts,United States,Amazon,281
Bowflex EZ Pro Heart Rate Monitor Watch w/ Quick Touch Technology ...,$12.99,Wrist,Fitness,Bowflex,"Vancouver, Washington, United States",Vancouver,Washington,United States,Google Results,110
"Bowflex EZ Pro Heart Rate Monitor Watch, Khaki",$12.99,Wrist,Fitness,Bowflex,"Vancouver, Washington, United States",Vancouver,Washington,United States,Google Results,340
Bushnell 150l Rubicon Headlamp,$34.99,Head,,Bushnell,"Overland Park, Kansas, United States",Overland Park,Kansas,United States,Google Results,264
Casio A168W-1 Mens Classic Digital Electro Luminescence Bracelet Wrist Watch; Silver,$13.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,543
Casio AQS810W Solar Analog/Digital Wrist Watch; Navy/White,$43.16,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,505
Casio AQW100-1AV Mens Digital/Analog Forester Active Dial Sports Wrist Watch W/Resin Band; Black,$37.33,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,467
Casio Casio AMW-360B-1A1V Mens Analog Digital Silicone Strap Sports Watch,$52.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,98
CASIO Casio SGW300H-1AV Wrist Watch - Men Sports Chronograph Digital Quartz,$41.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,279
Casio G-SHOCK Multi-Function Chronograph Alarm Sport Watch #DW-9052-1V,$41.31,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,482
"Casio LA-11WB-1 Women's Digital Daily Alarm Classic Water Resistant Wrist Watch, Black",$9.91,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,523
Casio Men's Black Analog Anti Reverse Bezel Watch Black - C195470,$38.38,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,472
Casio Mens EFA119BK-1AV Ana-Digi Edifice Stainless Steel Watch,$79.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,388
Casio Mens G-Shock Illuminator Black 200 Meters Alarm DW6900-1,$29.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,447
Casio Mens Solar Digital Analog Sport Watch,$49.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,455
Casio Mens W-S220C-4AVCF Tough Solar Runner Digital Display Quartz Re,$33.49,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,532
Casio Shock G100-1bv Black Rubber Strap Digital Analog 20 Bar 200m,$99.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,454
Casio Tough Solar Ana Digi Watch,$36.31,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,513
"Casio Unisex STB-1000-1CF ""OmniSync Sports"" Bluetooth-Enabled SmartWatch",,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Amazon,121
Casio Watches WV200A-1A Wave Ceptor Atomic Sports Watch,$39.99,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,473
Casio Wrist Watch - Men - Sports - Anadigi - Quartz ...,$59.96,Wrist,Lifestyle,Casio,"Tokyo, Japan",Tokyo,,Japan,Google Results,236
Cogito Classic - Clockwork Orange,$179.95,Wrist,Lifestyle,Cogito,"Hong Kong, China",Hong Kong,,China,Google Results,40
Cogito Classic - Green Velvet,$179.95,Wrist,Lifestyle,Cogito,"Hong Kong, China",Hong Kong,,China,Google Results,54
COGITO Classic Connected Watch (Clockwork Orange),$179.99,Wrist,Lifestyle,Cogito,"Hong Kong, China",Hong Kong,,China,Google Results,256
